
8,1581030486,18020,100,0,-9,380,160,34
8,1581031387,18921,100,0,-9,378,163,37
8,1581032288,19822,100,0,-10,379,160,40
8,1581033188,20723,100,0,-10,380,158,51
8,1581034089,21624,100,0,-10,378,165,48
8,1581034989,22525,100,0,-10,383,159,37
8,1581035890,23426,100,0,-10,375,164,39
8,1581036790,24327,100,0,-10,374,161,41
8,1581037691,25228,100,0,-10,382,163,38
8,1581038592,26129,100,0,-10,384,161,38
8,1581039492,27030,100,0,-10,380,158,37
8,1581040393,27931,100,0,-10,380,162,44
8,1581041293,28832,100,0,-10,381,163,35
8,1581042194,29733,100,0,-10,375,162,39
8,1581043094,30634,100,0,-10,377,165,41
8,1581043995,31535,100,0,-10,380,167,31
8,1581044896,32436,100,0,-10,378,160,34
8,1581045796,33337,100,0,-10,382,163,43
8,1581046697,34238,100,0,-10,381,165,38
8,1581047597,35139,100,0,-10,385,165,43
8,1581048498,36040,100,0,-10,381,162,38
8,1581049398,36941,100,0,-10,380,160,37
8,1581050299,37842,100,0,-10,384,161,50
8,1581051200,38743,100,0,-10,385,163,44
8,1581052100,39644,100,0,-10,376,164,42
8,1581053001,40545,100,0,-10,377,155,40
8,1581053901,41446,100,0,-10,380,161,38
8,1581054802,42347,100,0,-10,376,160,36
8,1581055702,43248,100,0,-10,382,157,42
8,1581056603,44149,100,0,-10,377,161,37
8,1581057504,45050,100,0,-10,376,158,47
8,1581058404,45951,100,0,-10,378,162,42
8,1581059305,46852,100,0,-10,373,158,32
8,1581060205,47753,100,0,-10,375,160,43
8,1581061106,48654,100,0,-10,380,162,39
8,1581062006,49555,100,0,-10,376,163,46
8,1581062907,50456,100,0,-10,379,162,42
8,1581063808,51357,100,1,-10,379,158,38
8,1581064708,52258,100,1,-10,381,158,38
8,1581065609,53159,100,2,-10,382,160,43
8,1581066509,54060,100,2,-10,381,159,36
8,1581067410,54961,100,3,-10,381,162,38
8,1581068311,55862,100,3,-10,382,160,48
8,1581072520,59466,100,55,-9,384,161,44
8,1581072813,60367,100,59,-9,379,178,35
8,1581073714,61268,100,55,-9,379,162,38
8,1581074624,62169,100,55,-9,370,169,35
8,1581075521,63070,100,56,-9,382,164,39
8,1581076416,63971,100,55,-9,378,172,35
8,1581077316,64872,100,54,-8,383,173,35
8,1581078217,65773,100,63,-8,376,169,36
8,1581079117,66674,100,56,-8,383,150,33
8,1581080018,67575,100,71,-8,409,165,35
8,1581080919,68476,100,70,-8,406,159,36
8,1581081819,69377,100,67,-8,411,156,31
8,1581082720,70278,100,74,-8,295,169,38
8,1581083620,71179,100,59,-8,293,178,38
